UniqueID,Product ID,Product Name,Reviews Text,Rating Stars ,Sentiment_Score,Sentiment
11,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","It's an excellent phone with great display, performance, camera It ticks almost all the boxesI faced heating issues for first 2 days while updates where happeningCons:Battery life First 2 days, it was not even lasting one day, now it improved and lasting one day but barely",4,0.3357142857142857,Positive
12,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",awesome Displayoutstanding could be better Performancebest,5,0.75,Positive
13,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Nice,4,0.6,Positive
14,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Battery last Max a day with moderate use Rest is best,5,0.3333333333333333,Positive
15,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Brought  Samsung  galaxy  S23 fe 15 days agoCamera  Quality  is good  , Battery  last for 1 , touch  is Quite  soft , overall  Gives  a premium  look nice phone",4,0.27999999999999997,Positive
16,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Bought this for mom so far good Bezel are thick overall performance is good Camera is good,4,0.3166666666666666,Positive
17,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Battery drains fastbut all other features are top notchthis is my first Samsung mobileI am satisfied  ,5,0.28125,Positive
18,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","the Samsung Galaxy S23 FE 128GB variant delivers an almost flagshiplevel experience with its stunning display, powerful performance, and versatile camera system The only significant drawback is the battery life, which might not suffice for power users Nevertheless, for those seeking a highquality smartphone at a reasonable price, the Galaxy S23 FE is a compelling choice that offers great value for moneyOverall, despite the battery backup issue, my experience with the Samsung Galaxy S23 F",5,0.321875,Positive
19,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Battery very worst,3,-1.0,Negative
20,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","The camera side is super ok but battery performance is very bad im charging this mobile twice daily,mobile heating is one oth major problem in this mobile you can't bear that heat due to back side glass,if you use glash its also get heated within a few minutes,design is ok,touch screen is very much adaptive,display is also goodif samsung overcome these above issues then it will be the best phone for ever otherwise its waste of money as per my opinion",3,0.06553030303030304,Positive
21,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","This phone shouldn't be sold in col regions, I mean the heat produced by this phone could warm up an entire village",3,0.09583333333333333,Positive
22,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Overall phone is good for normal use but there's heating issue if you use it for long time,3,0.19999999999999998,Positive
23,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Camera is awesome  loved it  If you want to buy for camera don't hesitate Design is mind blowing ,5,0.85,Positive
24,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Out Standing Performance By Camera And Display But Battery Not Up To The Mark And Also Little Bit Heat,4,-0.1875,Negative
25,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Overall a good phone for regular usage Premium feel, fantastic display, fantastic speakers, fantastic camera Bezels are little thick but wont bother you in regular usage Phone not meant for gaming",5,0.15694444444444444,Positive
26,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Pros:1 Camera flagship level2 Display excellent3 Sound decent4 Software/UI excellentCons:1 Battery life is poor Requires to be charged 2 times in a dayHad m51 previously which easily lasted for 2 days on medium usage even after 3 yearsThis one is a very step down from that2 Phone gets heated on medium usage (excluding gaming), but still manageable",5,0.05185185185185185,Positive
27,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Look and design of the phone is quite premium The Performance of the phone is great Display quality is very good and smooth Camera quality is amazing but the battery backup and heating problem is a little bit poor,4,0.35375,Positive
28,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Good mobile you will not regret after buying it Ai Features are worth metioning Battery is little low but thats good in this price Camera is awesome Processor is also good,5,0.45892857142857146,Positive
29,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Very nice love it,5,0.64,Positive
30,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Camera is good but mobile heating issue,4,0.7,Positive
31,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Overall, good phone except the heating issues",5,0.35,Positive
32,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Display  5/5Camera  5/5Performance  45/5Look  5/5Battery  4/5,5,0.0,Neutral
33,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","The phone is fully functional and meets all expectations I'm fully satisfied with it, especially the night photography  However, there's a heating issue that I think is due to the Exynos processor One suggestion: If you're planning to get an S23 FE, I'd recommend waiting a few months for the Snapdragon version It'll be worth the wait",4,0.095,Positive
34,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Best phone under 40k,4,1.0,Positive
35,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","The phone is good overall The camera is top notch best camera in this segment and display too is marvelous, The processor too is good but the reason I rated it 4 stars is because of the heating problem Yes the phone gets hot even if u do simple tasks, the battery too is good but I think Samsung could do better I would still advice u to buy the phone but keep the heating issue in mind",4,0.535,Positive
36,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Feels Premium in hand, clicks amazing photos camera is a beast and features are also next level in this price range but the only problem is battery need to charge twice in a day but hope it's resolved in the updates",4,0.20000000000000004,Positive
37,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",I can't tell the quality Flipkart gives in this price range Good phoneCamera is excellent top quality Performance   no one can beatAwesome ,4,0.7333333333333334,Positive
38,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Camera quality is amazing , performance is good reviewing after 3 months, design is premium just little heating issues while using  Overall satisfied with the product ",4,0.3225,Positive
39,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","I love everything about the phone except the battery It drains so fast that I have to put the phone in power saving to use it all day at work Otherwise it's the best and the cameras, just mindblowing",4,0.5666666666666667,Positive
40,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Camera, display is good but the phone heats a lot and the battery drains too quickly",3,0.5166666666666666,Positive
41,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Excellent camera quality for the price, but the battery life is quite short, especially when using the camera Overall, great value for money",5,0.36,Positive
42,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Good but Battery was not that much satisfactory,4,0.44999999999999996,Positive
43,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Pros:1Very Vibrant Amoled Display, just like Apple 1400nits display is enough for daylight2 Camera is just Awesome and Innovative 12MP camera is super useful and takes beautiful potraits just like apple iphone3Gives you Premium Feel in hand on this price range4Outstanding Display with Gorilla Glass 5 Protection on both sides5Battery can last upto 1day in moderate use6Switching between apps is super easy and without any lags6Bluetooth , wifi connectivity  is very fastC",5,0.3430555555555556,Positive
44,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",All good but battery performance is not so goodlooks very good Performance  very good Camera  very good Design goodImprove battery performance,4,0.8574999999999999,Positive
45,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Night mode awesome battery drain faster if you are using Hotspot or gaming,5,1.0,Positive
46,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Good quality camera quality ,5,0.7,Positive
47,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Very very good mobile,5,0.9099999999999999,Positive
48,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Great,5,0.8,Positive
49,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Everything is perfect except battery performance,4,1.0,Positive
50,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",It's camera phone,5,0.0,Neutral
51,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","This mobile device is experiencing an elevated temperature, reaching approximately 44 degrees Celsius, even with limited usage, such as watching a fiveminute video Regrettably, there appears to be a lack of adequate support from Flipkart in addressing this issue Consequently, I can not recommend this product based on the aforementioned concerns",5,-0.02761904761904762,Negative
52,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Good quality Good  Camara But this phone is very hitting issue ,4,0.5333333333333333,Positive
53,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Camera is goodThere is some heating issueDo not buy for gaming,4,0.0,Neutral
54,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Phone design nic and , everything good but battery not a good others phone,camera or video best performance ",4,0.45,Positive
55,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Honest review Camera  4 ⭐Battery  3 ⭐Display  4 ⭐Design  5 ⭐Performance  4 ⭐,4,0.6,Positive
56,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","I've been using this phone for 15 months now and I'm super impressed  The camera is a solid 49/5, and the performance is a speedy 47/5  The battery life is a bit of a letdown at 35/5, it lasts for 1012 hours of normal use it charges fast  from 0 to 100 in just 1 hour and 20 minutes  The Galaxy AI features are also amazingThere was heating issue in the beginning but After the update this problem has been solved  All in all, I'd give this phone a 45/5 rating ",4,0.3366666666666666,Positive
57,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Battery Drains Faster Heavy on weight Camera and OS is good No Fast charging,5,0.1333333333333333,Positive
58,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",battery backup performance very bad,5,-0.9099999999999998,Negative
59,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Excellent product,5,1.0,Positive
60,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Being type phone super work ,5,0.3333333333333333,Positive
61,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",HTML Programming run very smoothly,5,0.52,Positive
62,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Everything Thing On this device is very goodCamera is awesomeIf you can manage Battery efficiently then it is going to give you a good backup and with original charger it charge very fastBut if you don't know how to manage Battery efficiently then you will face Battery backup issueAnd if you know how to efficiently use this phone then phone will never heatBut if you don't know how to use this efficiently then you will face heating issueDisplay is FantasticBuild Quality is very goo,5,0.33499999999999996,Positive
63,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Nice phone , heating issue",5,0.6,Positive
64,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Best phone in 36 k budget overall fells flagship phone in hand  use nice picture quality but battery backup is low in full charge used to maximum 5 to 6 hours daily task use ovell best best phone ,5,0.49375,Positive
65,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Camera is very good Captures  very clear pictures in all modesBuild is also solid , just a slight problem of phone getting hang is observed couple of timesBattery backup is upto the mark , no issues ",4,0.21833333333333335,Positive
66,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","This phone samsung galaxy s23 fe is really good, sleek in design, and handy It's camera is performing outstanding The adapter of charger is not in the box Only sim ejector pin and charging cable would come with the device",5,0.44999999999999996,Positive
67,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Osm product,4,0.0,Neutral
68,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","S23 FE It's OK, design and performance are okay But battery optimization is one of the worst in the segment Do not expect more than 455 hrs of SOT on average It gets warm on basic stuff and while on updates and downloads of big file size it gets very hot, unable to hold in hands specially form edges",3,0.10292207792207791,Positive
69,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Upgraded from Samsung M21 to this, and kept feeling amazed during the entire migration process (Samsung has really refined the Smart Switch utility to the extent that the new phone is an exact replica of the old one)The phone is a bit on the heavier side but mainly due to the metal parts and battery It feels top notch premium, and performs buttery smooth (Note: it's slippery as it has glass on both sides so it's a good idea to have a case ready for it when it comes)The camera is stella",5,0.2341499409681228,Positive
70,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Camera is super battery is worst just one day backup of u r using it with watch connected via Bluetooth u need to charge it by 600 pm again if fully charged in morning,3,-0.33333333333333337,Negative
71,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Battery is the worst ,u' ll have to charge twice everyday even for normal use And heats alot Please dont buy this phone",4,-0.35000000000000003,Negative
72,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Over heat issue and photos are great only in outdoor,4,0.4,Positive
73,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Excellent camera and design but battery is draining to quick,4,0.6666666666666666,Positive
74,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","The one and only bad things is heating issues(affecting battery)I know it has vapour cooling chamber and Aluminum frame to manage it and that's why Aluminum frame shocks my skin with simple usage,,, it heats a lot I think Exynos is the cause But Camera, UI and Galaxy AI is something that cover ups the whole With proper settings you can save battery backup",4,-0.09999999999999996,Negative
75,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Using it for 2months Never faced lag in performance  No cons except battery,4,0.0,Neutral
76,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Samsung S23 FE is best version I never seen in beforeThe only drawback is Battery  Camera is outstanding I love the Design and Its feels like a I phoneAl applications are awesome ,4,0.6,Positive
77,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Everything is good except heating issue, If u use the camera for half an hour, it heats up Also during charging u will feel some heat",4,0.26666666666666666,Positive
78,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","I bought s23 fe 256 gb variantIt's camera, display and ui is awesomeIt's processor is decent not for gamers and battery backup is averageOverall it's a good device, you fill warm first 3,4 days then becomes normal",4,0.3733333333333333,Positive
79,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Battery will drain easily and touch and all good and camera is same Iike iPhone or better than that as I used,4,0.4083333333333333,Positive
80,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","1 Looks and design It looks very good for the designer look of this phone but the bezel of this phone is a bit bigger compared to other Samsung phones                       2 DisplayWatching videos and movies looks great thanks to the Amoled 2X display                       3 ProcessorThe Exynos 2200 processor makes the phone a bit more of a hit                        4 Camera The phone's rear camera is 50mp  12mp  8mp, front camera is 10mp, along with OIS, the photo and video",5,0.38083333333333336,Positive
81,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Overall worthy the price,5,0.16666666666666666,Positive
82,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Overall good but battery little bit low,5,0.128125,Positive
83,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",I got this at 28K Best phone under 30K  Performance is surprisingly much better than others under this price range No issue of battery heating in dailyroutine use,5,0.75,Positive
84,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Only truth this phone heats but its just way normal like any other phone or maybe little more but it may feel more because of the build of this phone Just use a proper cover and heat will not be feltTalking about battery life, well for a couple of days it seems to drain quickly but after then it gets optimized and gives SOT of 55  hours, battery backup will increase if we turn screen refresh rate to 60hz giving SOT of 78 hoursUi, Camera, design, build, display, speakers and microph",5,0.14635416666666667,Positive
85,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Nice phonebut batterydrains fastly,5,0.4,Positive
86,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Samsung s23fe is best phone under 30k its flagship phone Writing review after 4 days Rating  8/10Camera  9/10Display  9/10Build quality  9/10Battery  4/10 caus its drain fastly If you are using full day then you need to charge twice in a dayThis phone highly recommend for allIn this phone you can experience all high level ai features,5,0.37399999999999994,Positive
87,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","This  model s23 fe was offers a sleek design with a stunning display that boasts vibrant colors and sharp clarity Performancewise, the latest processor delivers lightningfast speeds, making multitasking seamless The camera system is a standout feature, providing excellent lowlight performance and impressive zoom capabilities Battery life is solid, easily lasting a full day with regular use",5,0.29930555555555555,Positive
88,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Amazing product guys ,5,0.6000000000000001,Positive
89,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Only thing I don't like in this mobile that is bazzelsotherwise phone is very good in camera display quality Battery should be improved,5,0.45499999999999996,Positive
90,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",A perfect phone if you're not a heavy gamer  Battery is absolutely working fine in day to day uses  A little bit of heating while charging  Everything else is awesome ,5,0.4215277777777778,Positive
91,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Great phone Just a battery issue Doesn't last for 1 day,5,0.4,Positive
92,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",wow supper kidu,5,0.1,Positive
93,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Very good mobile Overall good performance,5,0.5366666666666666,Positive
94,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Go for it, everything is best, initially heating issue but after the update its normal and battery performance is not that great but not that bad as wellfor normal user need to charge twice in a day",5,0.2333333333333333,Positive
95,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Samsung has done a wonderful job this time and has beat the iPhone type best to be used in this mobile range,5,1.0,Positive
96,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Good phone,5,0.7,Positive
97,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",The handset is pretty good But a average battery health,5,0.26666666666666666,Positive
98,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Best phone in this price range,5,1.0,Positive
99,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Everything is good but the battery backup is very bad I charge it 3 times with the original adapter I don't know whether only my battery backup is bad or everyone's The battery lasts for only 45 hours Moreover there is a lot of heating issue  It will easily do the work of a heater in winters I feel I will have to buy a phone cooler by the summersIf battery is not that important for you then you can buy it,4,0.03729166666666671,Positive
100,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Phone is greatcamera is good,5,0.7,Positive
101,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Battery performance is very poor And I am not satisfied buying this device,3,-0.385,Negative
102,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Not fullfilled my expectations Battery is draining very fast Processor slow as per price Sleepery touch Heavy as compared,3,-0.08000000000000002,Negative
103,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Best phone at the price of 30k there is no competition for this phone in this price range go for it without even thinking twice,5,1.0,Positive
104,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Good but Battery was not that much satisfactory,4,0.44999999999999996,Positive
105,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Battery backup is at worst and mobile hitting so much even during normal use Except than that everything is just wow Display, performance, camera, design are awesome",4,0.09,Positive
106,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Battery is always gets drain even it is 4500mahThe processor is excellent for camera but not for gaming and also gaming not so bad it can handle very smooth but we can notice frame drops And heating is nothing matters cus every mobile gets heated  And overall its a all rounder phone A big  for battery,3,0.16400000000000003,Positive
107,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Loved,5,0.7,Positive
108,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Very nice product with excellent camera quality,5,0.89,Positive
109,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Within a month motherboard failure Took a week to repair Until now continuously restart issue Overheat simply by background apps or even try to use multiple apps then forced restart,5,-0.15416666666666667,Negative
110,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Pros:1 Camera flagship level2 Display excellent3 Sound decent4 Software/UI excellentCons:1 Battery life is poor Requires to be charged 2 times in a dayHad m51 previously which easily lasted for 2 days on medium usage even after 3 yearsThis one is a very step down from that2 Phone gets heated on medium usage (excluding gaming), but still manageable",3,0.05185185185185185,Positive
111,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","The camera side is super ok but battery performance is very bad im charging this mobile twice daily,mobile heating is one oth major problem in this mobile you can't bear that heat due to back side glass,if you use glash its also get heated within a few minutes,design is ok,touch screen is very much adaptive,display is also goodif samsung overcome these above issues then it will be the best phone for ever otherwise its waste of money as per my opinion",5,0.06553030303030304,Positive
112,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Very good,5,0.9099999999999999,Positive
113,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Product was good for the price its abit high,4,0.43,Positive
114,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","I ordered it for my uncle, and he loved the Design of the phoneAnd the best thing is that the phone is very handy, it's a compact size phone",5,0.8266666666666667,Positive
