,UniqueID,Product ID,Product Name,Reviews Text,Rating Stars ,Sentiment_Score,Sentiment,recommendation
47,48,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Great,5,0.9998630285263062,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Great..."
48,49,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Everything is perfect except battery performance,4,0.9997910857200623,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Everything is perfect except battery performance..."
49,50,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",It's camera phone,5,0.8565527200698853,NEGATIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: It's camera phone..."
50,51,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","This mobile device is experiencing an elevated temperature, reaching approximately 44 degrees Celsius, even with limited usage, such as watching a fiveminute video Regrettably, there appears to be a lack of adequate support from Flipkart in addressing this issue Consequently, I can not recommend this product based on the aforementioned concerns",5,0.9995482563972473,NEGATIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: This mobile device is experiencing an elevated tem..."
51,52,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Good quality Good  Camara But this phone is very hitting issue ,4,0.9972405433654785,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Good quality Good  Camara But this phone is very h..."
52,53,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Camera is goodThere is some heating issueDo not buy for gaming,4,0.9944666028022766,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Camera is goodThere is some heating issueDo not bu..."
53,54,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Phone design nic and , everything good but battery not a good others phone,camera or video best performance ",4,0.9831007719039917,NEGATIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Phone design nic and , everything good but battery..."
54,55,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Honest review Camera  4 ⭐Battery  3 ⭐Display  4 ⭐Design  5 ⭐Performance  4 ⭐,4,0.9981616139411926,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Honest review Camera  4 ⭐Battery  3 ⭐Display  4 ⭐D..."
55,56,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","I've been using this phone for 15 months now and I'm super impressed  The camera is a solid 49/5, and the performance is a speedy 47/5  The battery life is a bit of a letdown at 35/5, it lasts for 1012 hours of normal use it charges fast  from 0 to 100 in just 1 hour and 20 minutes  The Galaxy AI features are also amazingThere was heating issue in the beginning but After the update this problem has been solved  All in all, I'd give this phone a 45/5 rating ",4,0.8629229068756104,NEGATIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: I've been using this phone for 15 months now and I..."
56,57,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Battery Drains Faster Heavy on weight Camera and OS is good No Fast charging,5,0.9926766157150269,NEGATIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Battery Drains Faster Heavy on weight Camera and O..."
57,58,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",battery backup performance very bad,5,0.9997876286506653,NEGATIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: battery backup performance very bad..."
58,59,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Excellent product,5,0.9998617172241211,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Excellent product..."
59,60,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Being type phone super work ,5,0.5876390337944031,NEGATIVE,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM) is a decent choice. Some reviews: Being type phone super work ..."
60,61,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",HTML Programming run very smoothly,5,0.9979003667831421,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: HTML Programming run very smoothly..."
61,62,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Everything Thing On this device is very goodCamera is awesomeIf you can manage Battery efficiently then it is going to give you a good backup and with original charger it charge very fastBut if you don't know how to manage Battery efficiently then you will face Battery backup issueAnd if you know how to efficiently use this phone then phone will never heatBut if you don't know how to use this efficiently then you will face heating issueDisplay is FantasticBuild Quality is very goo,5,0.8386034965515137,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Everything Thing On this device is very goodCamera..."
62,63,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Nice phone , heating issue",5,0.9985883831977844,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Nice phone , heating issue..."
63,64,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Best phone in 36 k budget overall fells flagship phone in hand  use nice picture quality but battery backup is low in full charge used to maximum 5 to 6 hours daily task use ovell best best phone ,5,0.6597560048103333,POSITIVE,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM) is a decent choice. Some reviews: Best phone in 36 k budget overall fells flagship p..."
64,65,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Camera is very good Captures  very clear pictures in all modesBuild is also solid , just a slight problem of phone getting hang is observed couple of timesBattery backup is upto the mark , no issues ",4,0.9969767332077026,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Camera is very good Captures  very clear pictures ..."
65,66,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","This phone samsung galaxy s23 fe is really good, sleek in design, and handy It's camera is performing outstanding The adapter of charger is not in the box Only sim ejector pin and charging cable would come with the device",5,0.9994168281555176,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: This phone samsung galaxy s23 fe is really good, s..."
66,67,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Osm product,4,0.9867383241653442,NEGATIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Osm product..."
67,68,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","S23 FE It's OK, design and performance are okay But battery optimization is one of the worst in the segment Do not expect more than 455 hrs of SOT on average It gets warm on basic stuff and while on updates and downloads of big file size it gets very hot, unable to hold in hands specially form edges",3,0.9981195330619812,NEGATIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: S23 FE It's OK, design and performance are okay Bu..."
68,69,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Upgraded from Samsung M21 to this, and kept feeling amazed during the entire migration process (Samsung has really refined the Smart Switch utility to the extent that the new phone is an exact replica of the old one)The phone is a bit on the heavier side but mainly due to the metal parts and battery It feels top notch premium, and performs buttery smooth (Note: it's slippery as it has glass on both sides so it's a good idea to have a case ready for it when it comes)The camera is stella",5,0.9732268452644348,POSITIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Upgraded from Samsung M21 to this, and kept feelin..."
69,70,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)",Camera is super battery is worst just one day backup of u r using it with watch connected via Bluetooth u need to charge it by 600 pm again if fully charged in morning,3,0.9992291927337646,NEGATIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Camera is super battery is worst just one day back..."
70,71,MOBGVTA2836DQWTT,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)","Battery is the worst ,u' ll have to charge twice everyday even for normal use And heats alot Please dont buy this phone",4,0.9997144341468811,NEGATIVE,"People really like SAMSUNG Galaxy S23 FE (Graphite, 128 GB)  (8 GB RAM)! They said: Battery is the worst ,u' ll have to charge twice e..."
